Pfam	domain_name	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
PF00884	Sulfatase	7	2	1	3	6	2	0	1	1	2	2	2	0	2	10	0	7	1	2	2	6	2	1	6	0	1	0	0	1	3	0	2	1	1	1	1	3	0	0	0	1	1
PF04442	Cytochrome c oxidase assembly protein CtaG/Cox11	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1
PF00294	pfkB family carbohydrate kinase	6	4	3	2	3	2	1	2	1	2	1	5	3	3	9	3	5	3	1	2	8	3	1	3	1	9	3	1	3	4	4	2	3	0	0	3	4	1	4	3	1	6
PF13773	Domain of unknown function (DUF4170)	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF02592	Putative vitamin uptake transporter	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1
PF01145	SPFH domain / Band 7 family	3	2	4	1	3	3	3	4	3	6	1	3	3	2	3	1	3	6	3	8	3	2	4	3	3	2	2	5	2	3	4	3	4	1	1	2	3	5	4	2	2	2
PF07896	Protein of unknown function (DUF1674)	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
PF13380	CoA binding domain	1	2	2	0	2	0	1	0	0	0	1	0	0	1	2	0	1	2	1	0	2	1	0	2	1	1	1	1	1	0	0	0	2	2	2	1	0	1	0	1	1	1
PF00270	DEAD/DEAH box helicase	9	6	10	13	8	9	8	14	12	14	7	8	7	5	10	7	9	10	10	13	9	5	11	8	7	9	11	14	13	16	18	14	10	2	2	13	16	14	17	11	7	9
PF00570	HRDC domain	2	2	2	2	2	2	1	1	1	2	0	2	1	1	3	2	2	3	1	2	2	1	1	2	1	2	2	1	2	2	2	2	2	0	0	2	2	1	2	2	2	2
PF16124	RecQ zinc-binding	1	1	1	2	1	1	0	1	0	2	0	1	1	0	1	1	1	1	2	2	1	0	0	1	1	1	3	1	2	1	2	2	1	0	0	2	1	1	2	3	1	1
PF09382	RQC domain	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	2	0	1	1	1	1	1	0	0	1	1	0	1	2	1	1
PF06041	Bacterial protein of unknown function (DUF924)	1	1	1	1	1	1	0	1	0	1	0	1	1	1	2	0	1	1	0	1	2	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1
PF14833	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase	2	6	4	3	3	2	1	2	2	3	0	3	2	1	11	2	2	4	0	3	9	2	2	3	1	4	0	2	0	3	3	3	4	2	2	0	3	2	3	0	2	4
PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase	2	8	4	3	4	2	1	2	3	3	0	3	2	2	13	2	2	4	0	3	12	3	2	4	2	5	1	2	0	4	4	3	4	3	3	0	4	2	4	1	2	5
PF16901	C-terminal domain of alpha-glycerophosphate oxidase	1	1	2	0	1	0	1	1	0	1	0	1	1	1	1	0	1	2	0	1	1	1	1	1	0	3	1	1	0	1	1	0	2	0	0	0	1	1	1	1	2	2
PF03725	3' exoribonuclease family, domain 2	2	2	1	2	2	2	0	1	2	2	0	2	2	2	3	2	2	1	1	2	2	2	0	2	2	2	1	1	1	2	2	2	1	2	2	1	2	1	2	1	0	2
PF00013	KH domain	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	2	1	1	1	0	1	1	1	2	1	2	1	1	1	0	1	1	2	1	1	1	2	0	1
PF01138	3' exoribonuclease family, domain 1	2	3	1	2	2	2	0	1	2	2	0	2	2	2	2	2	2	1	1	2	2	2	0	2	2	2	1	1	1	2	2	2	1	2	2	1	2	1	2	1	0	2
PF00575	S1 RNA binding domain	3	3	7	6	3	4	3	4	6	6	2	5	3	3	2	4	3	8	4	7	3	3	5	3	4	4	4	7	4	7	6	6	7	3	3	4	7	7	6	4	4	4
PF03726	Polyribonucleotide nucleotidyltransferase, RNA binding domain	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1
PF09517	Eco29kI restriction endonuclease	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05116	Sucrose-6F-phosphate phosphohydrolase	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
PF13614	AAA domain	4	0	6	3	2	3	1	3	2	6	2	4	4	5	4	3	2	9	3	6	2	5	4	2	0	3	3	3	4	4	5	4	6	1	1	4	4	3	4	3	4	2
PF00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	8	7	6	7	6	13	5	2	9	5	2	14	11	6	19	3	9	6	1	5	15	6	2	6	6	12	10	4	7	10	11	8	6	5	5	7	10	4	11	10	2	11
PF01578	Cytochrome C assembly protein	2	2	4	3	2	2	3	3	3	3	0	2	2	1	2	2	2	5	1	3	2	2	3	2	0	2	1	3	1	3	3	3	4	1	1	1	3	3	3	1	4	2
PF02597	ThiS family	2	1	2	2	2	2	2	2	0	2	1	2	0	1	2	1	2	2	1	2	2	1	1	2	1	2	1	2	0	2	2	2	2	1	1	0	2	2	2	1	0	2
PF11164	Protein of unknown function (DUF2948)	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
PF04364	DNA polymerase III chi subunit, HolC	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1
PF06904	Extensin-like protein C-terminus	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
PF00438	S-adenosylmethionine synthetase, N-terminal domain	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
PF02772	S-adenosylmethionine synthetase, central domain	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
PF02773	S-adenosylmethionine synthetase, C-terminal domain	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
PF01467	Cytidylyltransferase-like	2	2	2	3	2	2	2	3	2	4	2	2	3	2	2	5	2	2	2	3	2	2	3	2	1	2	2	2	2	5	4	3	2	1	1	2	5	2	4	2	1	2
PF03143	Elongation factor Tu C-terminal domain	2	1	2	2	2	1	0	2	2	2	1	2	0	1	2	0	1	2	1	2	2	1	2	2	0	2	1	0	1	2	1	2	2	2	2	1	2	1	1	1	2	2
PF00009	Elongation factor Tu GTP binding domain	7	5	8	7	7	7	4	7	9	7	6	7	3	6	6	4	6	8	6	7	8	4	7	7	2	8	6	6	7	9	6	7	8	4	4	7	9	6	6	6	7	8
PF03144	Elongation factor Tu domain 2	5	4	6	6	6	4	3	7	6	6	4	2	1	4	5	2	4	6	4	5	5	3	7	4	2	5	5	5	5	6	5	6	6	4	4	5	7	6	6	5	6	5
PF03358	NADPH-dependent FMN reductase	4	0	4	2	2	0	5	2	3	4	0	3	3	1	3	2	4	4	0	4	2	1	3	2	2	2	2	4	1	3	3	4	4	1	1	1	3	4	3	2	2	2
PF09424	Yqey-like protein	1	1	1	1	1	1	0	1	1	1	1	2	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF03734	L,D-transpeptidase catalytic domain	7	4	3	1	5	1	2	2	0	1	0	3	2	4	6	0	7	4	1	1	5	4	1	6	5	6	0	3	0	0	0	1	3	3	3	0	0	3	0	0	1	6
PF00297	Ribosomal protein L3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
PF00462	Glutaredoxin	4	2	2	5	2	2	4	3	2	3	0	3	2	2	2	2	4	2	0	3	2	2	3	2	3	3	0	5	1	3	4	2	2	2	2	1	3	5	4	0	2	2
PF01379	Porphobilinogen deaminase, dipyromethane cofactor binding domain	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
PF03900	Porphobilinogen deaminase, C-terminal domain	1	1	1	1	1	1	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1
PF04325	Protein of unknown function (DUF465)	2	2	1	1	3	2	1	1	0	1	0	2	2	3	3	0	2	1	0	1	3	3	1	3	0	2	0	1	0	0	0	1	1	3	3	0	0	1	0	0	1	2
PF02620	Large ribosomal RNA subunit accumulation protein YceD	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1
PF13416	Bacterial extracellular solute-binding protein	3	1	2	0	4	1	0	1	1	1	0	0	0	4	9	1	3	2	0	1	7	4	1	4	3	6	0	0	0	1	2	1	2	4	4	0	1	0	2	0	1	6
PF02574	Homocysteine S-methyltransferase	1	1	1	1	2	1	1	1	2	1	1	1	0	2	2	2	1	1	1	1	2	2	1	2	1	2	1	1	1	2	3	1	1	2	2	1	2	1	3	1	1	2
PF02746	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	4	0	2	0	2	0	0	0	0	0	1	7	1	1	4	1	4	2	1	0	4	1	0	2	3	1	0	0	0	1	1	0	2	1	1	0	1	0	1	0	1	1
PF13378	Enolase C-terminal domain-like	5	1	2	0	2	0	0	0	0	0	2	8	1	1	4	1	5	2	0	0	4	1	0	2	3	1	1	0	1	1	1	0	2	1	1	1	1	0	1	1	1	1
PF03450	CO dehydrogenase flavoprotein C-terminal domain	5	0	2	0	3	0	0	1	0	0	0	0	0	0	3	0	6	2	0	0	2	0	1	3	2	3	0	0	1	0	1	0	2	0	0	1	0	0	1	0	0	2
PF00941	FAD binding domain in molybdopterin dehydrogenase	6	1	3	0	3	0	0	1	0	0	0	0	0	1	4	0	7	3	0	0	3	1	1	3	4	3	0	0	1	0	1	0	3	1	1	1	0	0	1	0	0	2
PF01315	Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain	7	3	3	0	3	0	0	1	0	0	0	0	0	3	5	0	7	3	0	0	4	3	1	3	3	3	0	0	1	0	1	0	3	1	1	1	0	0	1	0	0	2
PF20256	Molybdopterin cofactor-binding domain	7	3	5	0	4	2	0	1	0	0	0	0	0	4	6	1	8	5	0	0	5	4	1	4	5	5	0	0	1	1	1	0	5	1	1	1	1	0	1	0	2	4
PF02738	Molybdopterin cofactor-binding domain	7	3	5	0	4	2	0	1	0	0	0	0	0	4	6	1	7	5	0	0	5	4	1	4	4	5	0	0	1	1	1	0	5	1	1	1	1	0	1	0	2	4
PF17827	PrmC N-terminal domain	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF05175	Methyltransferase small domain	3	4	4	4	3	1	4	3	4	4	2	2	2	0	4	1	3	4	3	4	3	0	4	3	1	3	2	4	2	4	5	4	4	0	0	2	4	4	6	2	4	3
PF07045	Domain of unknown function (DUF1330)	1	2	1	1	4	4	1	1	0	0	0	1	0	5	4	0	1	1	0	0	3	5	1	4	1	3	0	1	0	0	0	1	1	5	5	0	0	1	0	0	1	3
PF01202	Shikimate kinase	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	0	2	2	1
PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	21	8	44	30	20	21	33	35	20	29	13	27	16	25	26	29	20	52	14	29	20	27	33	20	20	36	28	41	29	47	51	30	44	11	11	29	47	41	53	28	27	32
PF00512	His Kinase A (phospho-acceptor) domain	14	7	29	19	16	15	23	22	14	21	7	21	10	20	20	22	12	34	9	22	17	22	19	16	12	22	15	27	16	36	32	22	29	9	9	16	36	27	34	15	18	20
PF00174	Oxidoreductase molybdopterin binding domain	3	1	0	0	2	0	1	1	0	0	0	0	0	0	3	0	3	0	0	0	2	0	1	2	1	3	0	1	0	2	1	0	0	0	0	0	2	1	1	0	0	3
PF13361	UvrD-like helicase C-terminal domain	2	2	5	4	2	2	3	5	4	4	2	2	0	1	3	3	2	7	2	5	2	1	4	2	1	2	2	3	3	4	3	5	4	0	0	3	4	3	3	2	0	2
PF21196	PcrA/UvrD tudor domain	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0
PF00580	UvrD/REP helicase N-terminal domain	2	2	5	5	2	2	4	5	4	3	2	3	0	1	3	3	2	6	2	4	3	1	4	2	0	2	2	3	3	4	3	5	4	0	0	3	4	3	3	2	0	2
PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	10	5	6	4	4	4	2	3	3	4	3	4	2	4	10	1	9	6	2	4	11	4	3	4	4	7	4	2	3	4	5	4	6	1	1	3	4	2	5	3	4	6
PF13413	Helix-turn-helix domain	1	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1
PF13464	RodZ C-terminal domain	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	1
PF13419	Haloacid dehalogenase-like hydrolase	3	1	4	3	2	2	4	3	2	4	1	2	2	0	4	1	3	5	1	3	4	0	4	2	1	3	3	3	3	2	3	3	4	0	0	3	2	3	4	3	2	3
PF06082	Exopolysaccharide biosynthesis protein YbjH	1	1	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
PF04295	D-galactarate dehydratase/Altronate hydrolase, second domain	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PF08666	SAF domain	1	2	0	1	1	1	0	0	0	1	1	3	1	0	2	1	1	1	1	1	2	0	0	1	0	3	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	3
PF20629	D-galactarate/Altronate dehydratase, C-terminal	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PF02685	Glucokinase	1	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1
PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	2	0	4	2	2	2	3	3	3	3	2	2	1	2	3	2	2	4	2	4	3	2	3	2	2	2	2	4	2	3	4	3	4	1	1	2	3	4	5	2	0	2
PF02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	2	0	4	2	2	2	3	3	3	3	2	2	1	2	3	1	2	4	2	3	3	2	3	2	2	2	2	4	2	3	4	3	4	1	1	2	3	4	5	2	0	2
PF02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	2	0	4	2	2	2	3	3	3	3	2	2	1	2	3	1	2	4	2	3	3	2	3	2	2	2	2	4	2	3	4	3	4	1	1	2	3	4	4	2	0	2
PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain	2	0	4	2	2	2	3	3	3	3	0	2	1	2	2	2	2	4	1	4	2	2	3	2	2	2	1	4	1	3	5	3	4	1	1	1	3	4	5	1	0	2
PF01255	Putative undecaprenyl diphosphate synthase	1	1	1	1	1	1	2	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF02616	Segregation and condensation protein ScpA	1	1	1	1	1	1	2	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1
PF00795	Carbon-nitrogen hydrolase	4	3	6	4	4	4	5	6	3	6	3	5	4	1	5	3	4	6	2	6	5	0	6	4	5	4	3	4	2	5	4	6	6	0	0	2	5	4	4	3	6	4
PF02416	mttA/Hcf106 family	2	2	2	4	2	2	0	2	2	2	2	1	1	0	2	0	2	6	2	2	2	0	2	2	2	2	2	2	2	2	2	4	2	0	0	2	2	2	2	2	0	2
PF04909	Amidohydrolase	4	1	0	1	1	0	0	0	1	1	0	5	1	1	3	1	3	0	0	1	3	1	0	1	0	1	2	0	1	1	1	5	0	0	0	1	1	0	1	2	0	1
PF04376	Arginine-tRNA-protein transferase, N terminus	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1
PF04377	Arginine-tRNA-protein transferase, C terminus	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1
PF05275	Copper resistance protein B precursor (CopB)	1	0	2	1	0	0	0	0	0	3	0	2	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	1	0	1	0	2	2	0	0	0	1	1	1	0	1	0
PF01180	Dihydroorotate dehydrogenase	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	0	2	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
PF19576	Acyltransferase	1	0	0	0	2	1	2	0	0	0	1	0	0	0	1	2	1	0	1	0	1	0	1	2	1	0	1	1	1	2	1	0	0	0	0	1	2	1	1	1	0	0
PF02873	UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1
PF00749	tRNA synthetases class I (E and Q), catalytic domain	3	3	3	3	3	3	2	3	3	3	2	3	2	0	3	3	3	3	2	3	3	0	3	3	3	3	2	3	2	3	3	3	3	1	1	2	3	3	3	2	2	3
PF19269	Anticodon binding domain	2	1	1	1	1	2	1	1	1	1	1	2	1	0	2	1	2	1	1	1	2	0	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
PF04542	Sigma-70 region 2	8	2	15	6	4	9	4	7	5	6	5	11	8	5	7	9	8	15	7	6	6	5	7	4	4	10	24	6	19	15	11	7	15	2	2	19	15	6	11	23	7	8
PF08281	Sigma-70, region 4	4	0	8	3	2	5	3	3	2	4	4	9	7	3	4	5	4	8	4	4	4	3	3	2	3	8	19	2	14	10	7	5	8	1	1	14	10	2	7	18	3	6
PF00293	NUDIX domain	9	8	6	10	9	7	8	8	7	11	3	9	6	6	11	4	9	7	4	11	10	6	8	9	7	7	4	7	6	6	9	10	6	4	4	6	6	7	9	4	6	7
PF09296	NADH pyrophosphatase-like rudimentary NUDIX domain	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
PF09297	NADH pyrophosphatase zinc ribbon domain	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	2	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0
PF13202	EF hand	1	0	0	0	4	3	0	0	0	0	0	4	2	0	3	1	1	0	0	0	3	0	0	4	1	0	0	0	4	2	1	0	0	0	0	4	2	0	1	0	0	0
PF13730	Helix-turn-helix domain	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
PF04138	GtrA-like protein	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PF01256	Carbohydrate kinase	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF03853	YjeF-related protein N-terminus	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF03740	Pyridoxal phosphate biosynthesis protein PdxJ	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF00656	Caspase domain	1	0	0	0	0	0	0	1	0	0	0	4	5	2	2	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PF00392	Bacterial regulatory proteins, gntR family	18	9	10	4	12	0	2	4	4	4	0	3	1	19	24	8	18	10	0	4	21	16	4	12	7	25	0	2	2	9	4	5	10	13	12	2	9	2	4	0	6	20
PF07729	FCD domain	14	6	8	4	9	0	1	3	2	4	0	2	1	13	18	5	14	8	0	4	16	11	3	9	3	20	0	1	1	5	3	4	8	10	9	1	5	1	3	0	4	14
PF01042	Endoribonuclease L-PSP	2	0	3	1	2	1	1	1	2	1	1	1	1	3	8	1	2	3	1	2	7	3	1	2	1	3	3	1	2	2	2	1	3	3	3	2	2	1	2	3	0	3
PF10502	Signal peptidase, peptidase S26	1	1	2	1	1	2	0	1	1	1	1	2	3	1	1	1	1	2	1	1	1	1	1	1	0	1	1	0	1	1	2	1	2	1	1	1	1	0	2	1	1	1
PF03309	Type III pantothenate kinase	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1
PF00471	Ribosomal protein L33	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1
PF03237	Terminase large subunit, T4likevirus-type, N-terminal	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF17289	Terminase RNaseH-like domain	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF10003	Integral membrane protein (DUF2244)	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	1
PF00156	Phosphoribosyl transferase domain	6	4	5	4	5	4	4	8	4	5	4	5	3	5	6	3	6	6	6	5	6	5	7	5	2	4	7	6	7	4	4	4	5	4	4	7	4	6	4	6	2	4
PF14486	Domain of unknown function (DUF4432)	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05128	Domain of unknown function (DUF697)	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	12	6	2	2	7	1	3	2	0	2	0	2	1	3	15	0	10	3	0	2	11	3	2	7	8	10	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	10
PF09356	Phage conserved hypothetical protein BR0599	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF09931	Uncharacterized conserved protein (DUF2163)	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF04234	CopC domain	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PF09130	Domain of unknown function (DUF1932)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01648	4'-phosphopantetheinyl transferase superfamily	1	1	0	0	1	1	1	1	0	0	1	2	2	1	1	1	1	0	1	0	1	0	1	1	0	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1
PF01795	MraW methylase family	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1
PF13412	Winged helix-turn-helix DNA-binding	7	5	3	1	6	4	0	1	7	1	2	2	2	12	7	2	7	3	4	1	6	10	1	6	5	10	3	0	3	4	4	1	3	10	10	3	4	0	3	3	3	10
PF01037	Lrp/AsnC ligand binding domain	9	6	3	1	12	4	0	1	7	1	2	2	2	19	10	2	8	3	3	1	10	17	1	12	7	17	5	0	4	6	3	1	3	17	17	4	6	0	3	5	3	16
PF21342	SoxA/TsdA, cytochrome c domain	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01799	[2Fe-2S] binding domain	6	1	5	0	4	2	0	1	0	0	0	0	0	2	5	1	7	5	0	0	4	2	1	4	5	5	0	0	1	1	1	0	5	2	2	1	1	0	1	0	2	4
PF00111	2Fe-2S iron-sulfur cluster binding domain	7	5	11	6	7	3	5	5	1	4	1	4	1	6	9	3	8	12	2	4	8	6	5	7	7	6	3	4	3	7	4	5	11	5	6	3	7	4	5	3	4	4
